Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
11;19000;12;32;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;26000;Женат/замужем;МТС;Клиент банка;Нет дефолта
11;57500;18;76;ИСТИНА;Женский;Среднее;Бытовая техника;Дети есть;Другие регионы;1000;Другое;МТС;Клиент банка;Нет дефолта
11;33500;12;53;ЛОЖЬ;Женский;Среднее;Мебель;Детей нет;Другие регионы;19000;Другое;Теле2;Клиент банка;Нет дефолта
11;39000;12;30;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Москва или МО;41000;Женат/замужем;Мегафон;Не клиент банка;Дефолт
11;5000;4;32;ЛОЖЬ;Мужской;Среднее;Мобильные телефоны;Дети есть;Другие регионы;19000;Другое;Мегафон;Клиент банка;Нет дефолта
11;18000;10;49;ЛОЖЬ;Мужской;Высшее;Мебель;Детей нет;Другие регионы;21000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
11;14500;10;39;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;36000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
11;28500;10;25;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;26000;Другое;Мегафон;Клиент банка;Нет дефолта
11;47000;24;27;ИСТИНА;Женский;Среднее специальное;Мототехника (лодки, мото);Детей нет;Другие регионы;21000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
11;14000;12;31;ЛОЖЬ;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;16000;Другое;Мегафон;Клиент банка;Нет дефолта
11;10000;6;24;ЛОЖЬ;Женский;Среднее специальное;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;26000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
11;30500;6;29;ЛОЖЬ;Мужской;Высшее;Фитнес;Детей нет;Москва или МО;61000;Другое;Теле2;Не клиент банка;Нет дефолта
11;5500;4;59;ЛОЖЬ;Мужской;Высшее;Фитнес;Детей нет;Другие регионы;27000;Другое;Мегафон;Не клиент банка;Нет дефолта
11;5000;4;22;ЛОЖЬ;Женский;Высшее;Ювелирные украшения;Детей нет;Другие регионы;26000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
11;99000;24;44;ИСТИНА;Мужской;Высшее;Мебель;Детей нет;Другие регионы;71000;Женат/замужем;Теле2;Не клиент банка;Нет дефолта
11;8000;4;24;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
11;17000;6;48;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;19000;Другое;МТС;Не клиент банка;Нет дефолта
11;35000;18;52;ЛОЖЬ;Мужской;Высшее;Мобильные телефоны;Детей нет;Другие регионы;24000;Женат/замужем;Билайн;Клиент банка;Дефолт
11;36500;12;35;ЛОЖЬ;Мужской;Среднее;Мобильные телефоны;Детей нет;Другие регионы;19000;Другое;Мегафон;Клиент банка;Дефолт
11;31500;12;31;ЛОЖЬ;Мужской;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Другое;Билайн;Не клиент банка;Нет дефолта
11;7500;3;26;ЛОЖЬ;Мужской;Высшее;Строительные материалы и инструменты;Детей нет;Другие регионы;13000;Женат/замужем;Билайн;Не клиент банка;Дефолт
11;7000;6;26;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;27000;Другое;Билайн;Клиент банка;Нет дефолта
11;31500;18;23;ЛОЖЬ;Мужской;Среднее;Аудио, Видео, Фото;Детей нет;Москва или МО;19000;Другое;Билайн;Не клиент банка;Нет дефолта
11;31000;12;21;ЛОЖЬ;Мужской;Высшее;Бытовая техника;Дети есть;Москва или МО;36000;Другое;Билайн;Не клиент банка;Нет дефолта
11;11000;12;21;ЛОЖЬ;Женский;Среднее специальное;Ювелирные украшения;Детей нет;Другие регионы;31000;Другое;Мегафон;Не клиент банка;Нет дефолта
11;31000;24;24;ИСТИНА;Женский;Высшее;Бытовая техника;Детей нет;Другие регионы;21000;Другое;Другой;Клиент банка;Нет дефолта
11;27000;6;61;ЛОЖЬ;Женский;Среднее специальное;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;21000;Другое;МТС;Не клиент банка;Нет дефолта
11;57500;15;49;ЛОЖЬ;Мужской;Высшее;Туризм и отдых;Дети есть;Другие регионы;46000;Другое;Мегафон;Клиент банка;Нет дефолта
11;46000;10;40;ИСТИНА;Женский;Высшее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;71000;Другое;МТС;Клиент банка;Нет дефолта
11;52000;18;33;ЛОЖЬ;Мужской;Высшее;Бытовая техника;Дети есть;Москва или МО;51000;Другое;МТС;Не клиент банка;Нет дефолта
11;19500;12;33;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;26000;Другое;Теле2;Не клиент банка;Нет дефолта
11;22000;10;21;ЛОЖЬ;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;12000;4;51;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Москва или МО;31000;Другое;МТС;Не клиент банка;Нет дефолта
11;52500;10;38;ЛОЖЬ;Мужской;Высшее;Ювелирные украшения;Дети есть;Другие регионы;41000;Другое;Теле2;Не клиент банка;Нет дефолта
11;53500;12;30;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;36000;Никогда не был(а) женат/замужем;Мегафон;Не клиент банка;Нет дефолта
11;14500;12;35;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;19000;Никогда не был(а) женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;45500;24;32;ИСТИНА;Мужской;Неоконченное высшее;Компьютеры, комплектующие;Дети есть;Другие регионы;41000;Другое;Мегафон;Не клиент банка;Нет дефолта
11;10500;12;23;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;18000;Другое;Другой;Клиент банка;Нет дефолта
11;41000;12;40;ЛОЖЬ;Мужской;Среднее;Медицинские услуги;Дети есть;Другие регионы;30000;Женат/замужем;МТС;Клиент банка;Нет дефолта
11;22000;10;30;ИСТИНА;Женский;Высшее;Мобильные телефоны;Дети есть;Другие регионы;71000;Другое;Теле2;Клиент банка;Нет дефолта
11;15000;24;26;ИСТИНА;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
11;18000;10;33;ЛОЖЬ;Мужской;Среднее;Компьютеры, комплектующие;Дети есть;Другие регионы;16000;Другое;Билайн;Не клиент банка;Нет дефолта
11;44000;6;37;ЛОЖЬ;Женский;Высшее;Мебель;Детей нет;Другие регионы;43000;Другое;МТС;Клиент банка;Нет дефолта
11;100000;15;32;ИСТИНА;Мужской;Неоконченное высшее;Туризм и отдых;Дети есть;Другие регионы;41000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;37000;12;50;ЛОЖЬ;Мужской;Среднее специальное;Мебель;Детей нет;Другие регионы;51000;Другое;МТС;Не клиент банка;Нет дефолта
11;176000;36;31;ИСТИНА;Мужской;Среднее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;51000;Другое;МТС;Клиент банка;Нет дефолта
11;112000;12;29;ИСТИНА;Женский;Высшее;Мебель;Дети есть;Москва или МО;71000;Другое;МТС;Клиент банка;Нет дефолта
11;72500;8;37;ИСТИНА;Мужской;Высшее;Бытовая техника;Детей нет;Санкт-Петербург или ЛО;86000;Женат/замужем;Билайн;Не клиент банка;Нет дефолта
11;28000;10;38;ЛОЖЬ;Мужской;Высшее;Мебель;Дети есть;Другие регионы;22000;Никогда не был(а) женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;81500;15;24;ИСТИНА;Мужской;Высшее;Туризм и отдых;Детей нет;Москва или МО;61000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
11;48500;15;23;ЛОЖЬ;Мужской;Неоконченное высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;34000;Другое;Мегафон;Клиент банка;Нет дефолта
11;26000;24;21;ИСТИНА;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;16000;Другое;Мегафон;Клиент банка;Нет дефолта
11;34500;7;45;ЛОЖЬ;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
11;23000;12;25;ЛОЖЬ;Женский;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
11;8500;6;31;ЛОЖЬ;Мужской;Среднее;Мобильные телефоны;Дети есть;Другие регионы;26000;Другое;МТС;Клиент банка;Дефолт
11;27500;16;52;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;30000;Другое;Мегафон;Клиент банка;Дефолт
11;19500;6;29;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;24000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
11;19000;24;24;ИСТИНА;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;31000;Другое;МТС;Клиент банка;Нет дефолта
11;19500;12;44;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;16000;Другое;Мегафон;Клиент банка;Нет дефолта
11;18500;18;43;ЛОЖЬ;Женский;Среднее;Бытовая техника;Детей нет;Санкт-Петербург или ЛО;41000;Другое;МТС;Клиент банка;Нет дефолта
11;86500;24;49;ИСТИНА;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Санкт-Петербург или ЛО;29000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
11;13500;6;58;ЛОЖЬ;Мужской;Среднее специальное;Окна, двери;Детей нет;Другие регионы;16000;Женат/замужем;МТС;Клиент банка;Нет дефолта
11;8500;12;29;ЛОЖЬ;Женский;Высшее;Компьютеры, комплектующие;Дети есть;Другие регионы;24000;Другое;МТС;Клиент банка;Нет дефолта
11;9000;8;22;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;24000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
11;40500;16;39;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Санкт-Петербург или ЛО;33000;Другое;Билайн;Не клиент банка;Дефолт
11;10000;5;43;ЛОЖЬ;Мужской;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;21000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;5500;6;24;ЛОЖЬ;Женский;Высшее;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;36000;Другое;Мегафон;Клиент банка;Нет дефолта
11;18500;10;22;ЛОЖЬ;Мужской;Высшее;Ювелирные украшения;Детей нет;Санкт-Петербург или ЛО;34000;Другое;Теле2;Клиент банка;Дефолт
11;13500;12;23;ЛОЖЬ;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;31000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;15000;12;29;ЛОЖЬ;Мужской;Высшее;Компьютеры, комплектующие;Детей нет;Москва или МО;41000;Другое;Теле2;Не клиент банка;Нет дефолта
11;23000;6;21;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;41000;Другое;МТС;Не клиент банка;Нет дефолта
11;9000;6;23;ЛОЖЬ;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;26000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
11;21000;6;25;ИСТИНА;Женский;Среднее специальное;Мебель;Детей нет;Другие регионы;101000;Другое;Билайн;Клиент банка;Нет дефолта
12;75000;36;54;ИСТИНА;Мужской;Среднее;Медицинские услуги;Дети есть;Другие регионы;26000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
12;56000;24;59;ИСТИНА;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
12;16000;12;25;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
12;35000;30;43;ИСТИНА;Женский;Среднее специальное;Мебель;Дети есть;Другие регионы;52000;Другое;Теле2;Клиент банка;Дефолт
11;9000;12;63;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
11;10000;12;29;ЛОЖЬ;Мужской;Высшее;Мобильные телефоны;Дети есть;Другие регионы;24000;Женат/замужем;Билайн;Не клиент банка;Дефолт
11;58500;34;53;ИСТИНА;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Другие регионы;29000;Другое;Другой;Клиент банка;Нет дефолта
12;98500;24;30;ИСТИНА;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Дефолт
11;21500;9;22;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;36000;Другое;МТС;Клиент банка;Дефолт
11;145000;36;26;ИСТИНА;Женский;Высшее;Туризм и отдых;Детей нет;Другие регионы;46000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
11;47000;10;21;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;46000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;27500;12;31;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;41000;Другое;Другой;Не клиент банка;Нет дефолта
11;18000;10;33;ЛОЖЬ;Женский;Среднее специальное;Мебель;Дети есть;Другие регионы;36000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;27000;10;25;ЛОЖЬ;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;31000;Другое;Теле2;Клиент банка;Нет дефолта
12;30000;7;42;ЛОЖЬ;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;23000;Другое;МТС;Клиент банка;Нет дефолта
12;8000;12;32;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Москва или МО;31000;Другое;МТС;Клиент банка;Нет дефолта
12;6500;6;19;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;16000;Никогда не был(а) женат/замужем;Мегафон;Не клиент банка;Нет дефолта
12;14500;6;20;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;20000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
12;29500;12;20;ЛОЖЬ;Мужской;Среднее специальное;Туризм и отдых;Детей нет;Другие регионы;26000;Другое;Теле2;Клиент банка;Нет дефолта
12;51000;36;34;ИСТИНА;Мужской;Высшее;Окна, двери;Детей нет;Другие регионы;20000;Другое;МТС;Не клиент банка;Нет дефолта
12;46000;24;46;ИСТИНА;Мужской;Высшее;Косметика и косметические услуги;Дети есть;Другие регионы;41000;Другое;МТС;Не клиент банка;Дефолт
12;34000;8;62;ЛОЖЬ;Мужской;Среднее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;26000;Другое;Мегафон;Клиент банка;Нет дефолта
12;19000;12;28;ЛОЖЬ;Мужской;Высшее;Мобильные телефоны;Детей нет;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
12;73500;10;52;ИСТИНА;Мужской;Среднее;Бытовая техника;Детей нет;Москва или МО;46000;Другое;Билайн;Не клиент банка;Нет дефолта
12;93000;4;40;ИСТИНА;Мужской;Высшее;Туризм и отдых;Детей нет;Москва или МО;73000;Никогда не был(а) женат/замужем;Мегафон;Клиент банка;Нет дефолта
12;8500;12;30;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
12;47500;24;33;ИСТИНА;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;36000;Другое;МТС;Не клиент банка;Нет дефолта
12;29500;10;36;ЛОЖЬ;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;36000;Другое;МТС;Не клиент банка;Нет дефолта
12;35500;6;27;ЛОЖЬ;Женский;Высшее;Компьютеры, комплектующие;Детей нет;Москва или МО;51000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
12;22500;10;24;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Санкт-Петербург или ЛО;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;19000;12;21;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;18000;Другое;МТС;Не клиент банка;Нет дефолта
12;10500;12;35;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;28000;Другое;МТС;Клиент банка;Дефолт
12;31000;10;29;ЛОЖЬ;Женский;Высшее;Мобильные телефоны;Детей нет;Москва или МО;38000;Другое;Мегафон;Клиент банка;Нет дефолта
12;22000;12;37;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;22000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;15000;12;44;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Дети есть;Другие регионы;46000;Другое;МТС;Не клиент банка;Нет дефолта
12;9500;6;30;ЛОЖЬ;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
12;17500;10;64;ЛОЖЬ;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;36000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
12;23500;6;40;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
12;66500;18;35;ИСТИНА;Женский;Высшее;Мебель;Дети есть;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
12;34500;10;30;ЛОЖЬ;Женский;Высшее;Компьютеры, комплектующие;Детей нет;Санкт-Петербург или ЛО;39000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;49000;36;43;ИСТИНА;Женский;Среднее специальное;Мототехника (лодки, мото);Детей нет;Другие регионы;26000;Другое;Теле2;Клиент банка;Дефолт
12;24000;6;43;ЛОЖЬ;Мужской;Среднее специальное;Мебель;Детей нет;Другие регионы;26000;Другое;МТС;Не клиент банка;Нет дефолта
12;30000;14;33;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;39000;Другое;МТС;Клиент банка;Дефолт
12;30000;4;68;ЛОЖЬ;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Москва или МО;41000;Другое;Билайн;Клиент банка;Нет дефолта
12;22500;12;24;ЛОЖЬ;Женский;Несколько высших или более высокая ступень образования;Бытовая техника;Дети есть;Другие регионы;36000;Другое;Билайн;Клиент банка;Нет дефолта
12;14500;10;39;ЛОЖЬ;Мужской;Среднее;Окна, двери;Дети есть;Другие регионы;18000;Другое;МТС;Не клиент банка;Нет дефолта
12;49000;18;24;ЛОЖЬ;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;36000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;10500;12;51;ЛОЖЬ;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;28000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
12;19000;10;24;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
12;6500;6;25;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;21000;Другое;Теле2;Клиент банка;Дефолт
12;30000;12;30;ЛОЖЬ;Мужской;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;21000;Другое;Другой;Клиент банка;Нет дефолта
12;51500;10;32;ЛОЖЬ;Женский;Высшее;Бытовая техника;Детей нет;Москва или МО;56000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
12;15500;12;42;ЛОЖЬ;Женский;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;36000;Другое;Мегафон;Клиент банка;Нет дефолта
12;11500;10;24;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;36000;Другое;Мегафон;Не клиент банка;Дефолт
12;40500;24;28;ИСТИНА;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;45000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
12;68500;6;48;ИСТИНА;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Москва или МО;51000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;28000;12;63;ЛОЖЬ;Мужской;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;19000;Никогда не был(а) женат/замужем;МТС;Не клиент банка;Нет дефолта
12;19500;6;41;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;46000;Другое;МТС;Не клиент банка;Нет дефолта
12;14500;12;24;ЛОЖЬ;Женский;Среднее специальное;Ювелирные украшения;Дети есть;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
12;29000;12;31;ЛОЖЬ;Мужской;Высшее;Мебель;Детей нет;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
12;32500;12;26;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;МТС;Клиент банка;Нет дефолта
12;17000;12;24;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
12;23500;12;39;ЛОЖЬ;Женский;Среднее специальное;Окна, двери;Дети есть;Другие регионы;26000;Другое;Билайн;Клиент банка;Дефолт
12;44500;24;41;ИСТИНА;Женский;Высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
12;21000;12;21;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;21000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
12;20000;6;34;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
12;52000;15;50;ЛОЖЬ;Женский;Высшее;Мебель;Дети есть;Москва или МО;61000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
12;7000;3;40;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;60000;Другое;Билайн;Клиент банка;Нет дефолта
12;30500;18;28;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
12;21000;18;23;ЛОЖЬ;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;26000;Другое;Билайн;Клиент банка;Дефолт
12;24500;9;38;ЛОЖЬ;Женский;Неоконченное высшее;Бытовая техника;Дети есть;Другие регионы;31000;Другое;МТС;Клиент банка;Нет дефолта
12;23500;12;58;ЛОЖЬ;Мужской;Среднее;Бытовая техника;Детей нет;Другие регионы;8000;Другое;Билайн;Клиент банка;Нет дефолта
12;11000;4;26;ЛОЖЬ;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;26000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
12;52500;6;26;ИСТИНА;Мужской;Высшее;Компьютеры, комплектующие;Детей нет;Москва или МО;101000;Другое;МТС;Не клиент банка;Нет дефолта
12;23000;12;38;ЛОЖЬ;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;38000;6;27;ЛОЖЬ;Мужской;Среднее;Бытовая техника;Дети есть;Другие регионы;16000;Женат/замужем;Билайн;Клиент банка;Дефолт
12;16000;10;25;ЛОЖЬ;Мужской;Высшее;Мобильные телефоны;Детей нет;Другие регионы;41000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
12;62000;24;31;ИСТИНА;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Женат/замужем;МТС;Клиент банка;Нет дефолта
12;80000;12;31;ИСТИНА;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;66000;Женат/замужем;Теле2;Не клиент банка;Нет дефолта
12;8000;10;64;ЛОЖЬ;Мужской;Высшее;Мобильные телефоны;Детей нет;Другие регионы;21000;Другое;МТС;Не клиент банка;Нет дефолта
12;78500;24;38;ИСТИНА;Мужской;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;81000;Другое;Билайн;Не клиент банка;Нет дефолта
12;10000;12;30;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;26000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
12;31500;18;20;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;21000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
12;16000;12;23;ЛОЖЬ;Женский;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;21000;Другое;Билайн;Клиент банка;Дефолт
12;28000;10;73;ИСТИНА;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;28000;Другое;МТС;Не клиент банка;Нет дефолта
12;17500;6;37;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;36000;Другое;МТС;Клиент банка;Нет дефолта
12;43500;12;35;ИСТИНА;Мужской;Высшее;Медицинские услуги;Детей нет;Другие регионы;86000;Никогда не был(а) женат/замужем;Теле2;Не клиент банка;Нет дефолта
12;100500;15;49;ИСТИНА;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;46000;Другое;Билайн;Не клиент банка;Нет дефолта
12;23000;12;25;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
12;11000;6;44;ЛОЖЬ;Женский;Среднее специальное;Автомобильные товары;Дети есть;Другие регионы;45000;Другое;Билайн;Не клиент банка;Нет дефолта
12;78500;18;81;ИСТИНА;Мужской;Высшее;Медицинские услуги;Дети есть;Москва или МО;26000;Другое;Теле2;Не клиент банка;Нет дефолта
12;21000;24;40;ИСТИНА;Мужской;Среднее;Бытовая техника;Детей нет;Другие регионы;21000;Женат/замужем;МТС;Клиент банка;Нет дефолта
12;30000;18;39;ЛОЖЬ;Мужской;Высшее;Ювелирные украшения;Дети есть;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Нет дефолта
12;53000;10;47;ЛОЖЬ;Мужской;Среднее;Бытовая техника;Детей нет;Другие регионы;16000;Другое;Билайн;Клиент банка;Нет дефолта
12;23500;12;42;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;56000;Женат/замужем;МТС;Не клиент банка;Дефолт
12;25000;6;41;ЛОЖЬ;Мужской;Высшее;Мебель;Дети есть;Другие регионы;31000;Другое;Теле2;Не клиент банка;Нет дефолта
12;17500;12;46;ЛОЖЬ;Мужской;Высшее;Компьютеры, комплектующие;Дети есть;Другие регионы;51000;Другое;Мегафон;Не клиент банка;Нет дефолта
